新聞,#genre#
[HD]東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen---wj-1.m3u8
[HD]東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen---wj-2.m3u8
[HD]東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen-5.ctv
[BD]非凡新聞,https://stream1.freetv.fun/fei-fan-xin-wen-3.ctv
[BD]非凡新聞,https://stream1.freetv.fun/fei-fan-xin-wen-1.ctv
[BD]非凡新聞,https://stream1.freetv.fun/fei-fan-xin-wen-7.ctv
[BD]非凡商業,https://stream1.freetv.fun/fei-fan-shang-ye-4.ctv
[BD]非凡商業,https://stream1.freetv.fun/fei-fan-shang-ye-1.ctv
[BD]非凡商業,https://stream1.freetv.fun/fei-fan-shang-ye-2.ctv
[HD]非凡新聞,https://stream1.freetv.fun/fei-fan-xin-wen-5.ctv


綜合,#genre#
[BD]momo綜合,https://stream1.freetv.fun/momozong-he-5.ctv
[HD]momo綜合,rtmp://f13h.mine.nu/sat/tv761
[BD]momo綜合,https://stream1.freetv.fun/momozong-he-4.ctv
[BD]tvbs,https://stream1.freetv.fun/tvbs-9.ctv
[BD]tvbs,https://stream1.freetv.fun/tvbs-1.ctv
[BD]tvbs,https://stream1.freetv.fun/tvbs-5.ctv
[BD]tvbs,https://stream1.freetv.fun/tvbs-4.ctv
[BD]tvbs歡樂,https://stream1.freetv.fun/tvbshuan-le-7.ctv
[BD]tvbs歡樂,https://stream1.freetv.fun/tvbshuan-le-5.ctv
[BD]tvbs歡樂,https://stream1.freetv.fun/tvbshuan-le-3.ctv
[BD]tvbs歡樂,https://stream1.freetv.fun/tvbshuan-le-1.ctv
[BD]tvbs-asia,https://stream1.freetv.fun/tvbs-asia-8.m3u8
[HD]tvb asia,https://stream1.freetv.fun/tvb-asia-1.ctv
[HD]三立綜合,https://stream1.freetv.fun/san-li-zong-he-1.ctv
[BD]三立台灣,https://stream1.freetv.fun/san-li-tai-wan-4.ctv
[BD]三立台灣,https://stream1.freetv.fun/san-li-tai-wan-1.ctv
[BD]三立台灣,https://stream1.freetv.fun/san-li-tai-wan-3.ctv
[BD]三立台灣,https://stream1.freetv.fun/san-li-tai-wan-7.ctv
[BD]三立都會,https://stream1.freetv.fun/san-li-du-hui-4.ctv
[BD]三立都會,https://stream1.freetv.fun/san-li-du-hui-1.ctv
[BD]三立都會,https://stream1.freetv.fun/san-li-du-hui-5.ctv
[HD]中天亞洲,https://stream1.freetv.fun/zhong-tian-ya-zhou-8.ctv
[BD]中天娛樂,https://stream1.freetv.fun/zhong-tian-yu-le-2.ctv
[BD]中天娛樂,https://stream1.freetv.fun/zhong-tian-yu-le-6.ctv
[HD]中天娛樂,https://stream1.freetv.fun/zhong-tian-yu-le-5.m3u8
[BD]中天娛樂,https://stream1.freetv.fun/zhong-tian-yu-le-4.ctv
[BD]中天娛樂,https://stream1.freetv.fun/zhong-tian-yu-le-7.ctv
[BD]中天娛樂,https://stream1.freetv.fun/zhong-tian-yu-le---wj-3.m3u8
[BD]中天綜合,https://stream1.freetv.fun/zhong-tian-zong-he-3.ctv
[BD]中天綜合,https://stream1.freetv.fun/zhong-tian-zong-he-6.ctv
[BD]中天綜合,https://stream1.freetv.fun/zhong-tian-zong-he-1.ctv
[BD]中天綜合,https://stream1.freetv.fun/zhong-tian-zong-he-2.ctv
[BD]民視,https://stream1.freetv.fun/min-shi-10.ctv
[BD]民視,https://stream1.freetv.fun/min-shi-8.ctv
[HD]民視,rtmp://f13h.mine.nu/sat/tv051
[HD]民視,rtmp://f13h.mine.nu:1935/sat/tv051
[HD]民視,https://stream1.freetv.fun/min-shi-11.ctv
[HD]民視台灣,https://stream1.freetv.fun/min-shi-tai-wan-4.ctv
[HD]台視,rtmp://f13h.mine.nu/sat/tv071
[HD]台視,https://stream1.freetv.fun/tai-shi-5.ctv
[HD]台視,rtmp://f13h.mine.nu:1935/sat/tv071
[BD]台視,https://stream1.freetv.fun/tai-shi-8.ctv
[BD]台視,https://stream1.freetv.fun/tai-shi-4.ctv
[HD]台視綜合,https://stream1.freetv.fun/tai-shi-zong-he-2.ctv
[HD]中視,https://stream1.freetv.fun/zhong-shi-1.ctv
[HD]中視,rtmp://f13h.mine.nu:1935/sat/tv091
[HD]中視,rtmp://f13h.mine.nu/sat/tv091
[BD]中視,https://stream1.freetv.fun/zhong-shi-10.ctv
[BD]中視,https://stream1.freetv.fun/zhong-shi-7.ctv
[HD]中視經典,https://stream1.freetv.fun/zhong-shi-jing-dian-1.ctv
[BD]華視,https://stream1.freetv.fun/hua-shi-8.ctv
[HD]華視,rtmp://f13h.mine.nu:1935/sat/tv111
[HD]華視,rtmp://f13h.mine.nu/sat/tv111
[BD]華視,https://stream1.freetv.fun/hua-shi-1.ctv
[BD]華視,https://stream1.freetv.fun/hua-shi-3.ctv
[BD]華視,https://stream1.freetv.fun/hua-shi-4.ctv
[HD]華視,https://stream1.freetv.fun/hua-shi-5.ctv
[BD]亞洲旅遊,https://stream1.freetv.fun/ya-zhou-lu-you-1.ctv
[BD]亞洲旅遊,https://stream1.freetv.fun/ya-zhou-lu-you-2.ctv
[BD]亞洲旅遊,https://stream1.freetv.fun/ya-zhou-lu-you-6.ctv
[HD]亞洲旅遊,https://stream1.freetv.fun/ya-zhou-lu-you-3.ctv
[VGA]八大娛樂,https://stream1.freetv.fun/ba-da-yu-le-2.ctv
[BD]八大戲劇,https://stream1.freetv.fun/ba-da-xi-ju-6.ctv
[BD]八大戲劇,https://stream1.freetv.fun/ba-da-xi-ju-4.ctv
[BD]八大戲劇,https://stream1.freetv.fun/ba-da-xi-ju-3.ctv
[BD]八大戲劇,https://stream1.freetv.fun/ba-da-xi-ju-1.ctv
[BD]八大綜合,https://stream1.freetv.fun/ba-da-zong-he-6.ctv
[BD]八大綜合,https://stream1.freetv.fun/ba-da-zong-he-2.ctv
[BD]八大綜合,https://stream1.freetv.fun/ba-da-zong-he-4.ctv
[BD]公視,https://stream1.freetv.fun/gong-shi-5.ctv
[BD]公視,https://stream1.freetv.fun/gong-shi-4.ctv
[BD]公視,https://stream1.freetv.fun/gong-shi-2.ctv
[HD]公視,https://stream1.freetv.fun/gong-shi-6.ctv
[HD]公視台語,https://stream1.freetv.fun/gong-shi-tai-yu-2.ctv
[BD]東森綜合,https://stream1.freetv.fun/dong-sen-zong-he-5.ctv
[BD]東森綜合,https://stream1.freetv.fun/dong-sen-zong-he-2.ctv
[BD]東森綜合,https://stream1.freetv.fun/dong-sen-zong-he-1.ctv
[BD]東森綜合,https://stream1.freetv.fun/dong-sen-zong-he-4.ctv
[BD]東森美洲,https://stream1.freetv.fun/dong-sen-mei-zhou-3.m3u8
[BD]東森美洲2,https://stream1.freetv.fun/dong-sen-mei-zhou-2-1.m3u8
[BD]東森超視,https://stream1.freetv.fun/dong-sen-chao-shi-8.m3u8
[BD]東森超視,https://stream1.freetv.fun/dong-sen-chao-shi-11.ctv
[BD]東森超視,https://stream1.freetv.fun/dong-sen-chao-shi-3.m3u8
[BD]東森超視34.5,https://stream1.freetv.fun/dong-sen-chao-shi-34-5-1.m3u8
[BD]緯來日本,https://stream1.freetv.fun/wei-lai-ri-ben-1.ctv
[HD]緯來日本,rtmp://f13h.mine.nu/sat/tv771
[BD]緯來日本,https://stream1.freetv.fun/wei-lai-ri-ben-3.ctv
[BD]緯來日本,https://stream1.freetv.fun/wei-lai-ri-ben-4.ctv
[BD]緯來日本,https://stream1.freetv.fun/wei-lai-ri-ben-6.ctv
[HD]緯來精彩,https://stream1.freetv.fun/wei-lai-jing-cai-1.m3u8
[BD]緯來綜合,https://stream1.freetv.fun/wei-lai-zong-he-1.ctv
[BD]緯來綜合,https://stream1.freetv.fun/wei-lai-zong-he-3.ctv
[BD]緯來綜合,https://stream1.freetv.fun/wei-lai-zong-he-2.ctv
[BD]緯來綜合,https://stream1.freetv.fun/wei-lai-zong-he-5.ctv
[BD]緯來育樂,https://stream1.freetv.fun/wei-lai-yu-le-5.ctv
[BD]緯來育樂,https://stream1.freetv.fun/wei-lai-yu-le-7.ctv
[BD]緯來育樂,https://stream1.freetv.fun/wei-lai-yu-le-6.ctv
[BD]緯來育樂,https://stream1.freetv.fun/wei-lai-yu-le-2.ctv
[HD]tlc旅遊生活,https://stream1.freetv.fun/tlclu-you-sheng-huo-3.ctv
[BD]taiwan plus,https://stream1.freetv.fun/taiwan-plus-5.ctv
[BD]taiwan plus,https://stream1.freetv.fun/taiwan-plus-2.ctv
[BD]taiwan plus,https://stream1.freetv.fun/taiwan-plus-6.ctv
[SD]taiwan plus,https://stream1.freetv.fun/taiwan-plus-1.m3u8



體育,#genre#
[BD]bike channel,https://stream1.freetv.fun/bike-channel-1.m3u8
[SD]golf channel =,https://stream1.freetv.fun/golf-channel-2.ctv
[BD]tennis channel,https://stream1.freetv.fun/tennis-channel-1.m3u8
[SD]tennis channel,https://stream1.freetv.fun/tennis-channel-2.m3u8
[BD]dazn 1,https://stream1.freetv.fun/dazn-1-2.ctv
[BD]dazn 1,https://stream1.freetv.fun/dazn-1-1.ctv
[HD]dazn 1,rtmp://f13h.mine.nu/sat/tv731
[HD]dazn 1,https://stream1.freetv.fun/dazn-1--wj-1.m3u8
[HD]dazn ringside,https://stream1.freetv.fun/dazn-ringside-2.m3u8
[HD]dazn 2,rtmp://f13h.mine.nu/sat/tv741
[BD]dazn 2,https://stream1.freetv.fun/dazn-2-4.ctv
[BD]dazn 2,https://stream1.freetv.fun/dazn-2-3.ctv
[SD]elta 1,https://stream1.freetv.fun/elta-1--wj-2.m3u8
[SD]elta 1,https://stream1.freetv.fun/elta-1--wj-3.m3u8
[SD]elta 2,https://stream1.freetv.fun/elta-2--wj-3.m3u8
[SD]elta 2,https://stream1.freetv.fun/elta-2--wj-1.m3u8
[SD]elta 4,https://stream1.freetv.fun/elta-4--wj-1.m3u8
[SD]elta 4,https://stream1.freetv.fun/elta-4--wj-3.m3u8
[SD]elta 4,https://stream1.freetv.fun/elta-4--wj-4.m3u8
[SD]elta 4,https://stream1.freetv.fun/elta-4--wj-2.m3u8
[BD]eleven sports 4,https://stream1.freetv.fun/eleven-sports-4-1.m3u8
[HD]博斯無限,https://stream1.freetv.fun/bo-si-wu-xian-3.ctv
[HD]博斯網球,https://stream1.freetv.fun/bo-si-wang-qiu-4.ctv
[HD]博斯網球,https://stream1.freetv.fun/bo-si-wang-qiu---wj-3.m3u8
[HD]博斯網球,https://stream1.freetv.fun/bo-si-wang-qiu---wj-1.m3u8
[BD]博斯運動一,https://stream1.freetv.fun/bo-si-yun-dong-yi-4.ctv
[BD]博斯運動一,https://stream1.freetv.fun/bo-si-yun-dong-yi-5.ctv
[BD]博斯運動一,https://stream1.freetv.fun/bo-si-yun-dong-yi-3.ctv
[BD]博斯運動一,https://stream1.freetv.fun/bo-si-yun-dong-yi-2.ctv
[HD]博斯運動二,https://stream1.freetv.fun/bo-si-yun-dong-er-1.ctv
[HD]博斯高球二,https://stream1.freetv.fun/bo-si-gao-qiu-er-3.ctv
[HD]博斯運動二,https://stream1.freetv.fun/bo-si-yun-dong-er---wj-1.m3u8
[HD]博斯運動二,https://stream1.freetv.fun/bo-si-yun-dong-er---wj-3.m3u8
[HD]博斯運動二,https://stream1.freetv.fun/bo-si-yun-dong-er---wj-4.m3u8
[HD]博斯運動二,https://stream1.freetv.fun/bo-si-yun-dong-er---wj-2.m3u8
[HD]博斯高球二,https://stream1.freetv.fun/bo-si-gao-qiu-er---wj-1.m3u8
[HD]博斯高球二,https://stream1.freetv.fun/bo-si-gao-qiu-er---wj-2.m3u8
[BD]博斯魅力,https://stream1.freetv.fun/bo-si-mei-li---wj-2.m3u8
[BD]博斯魅力,https://stream1.freetv.fun/bo-si-mei-li---wj-1.m3u8
[BD]緯來體育,https://stream1.freetv.fun/wei-lai-ti-yu-10.ctv
[HD]緯來體育,rtmp://f13h.mine.nu:1935/sat/tv721
[BD]緯來體育,https://stream1.freetv.fun/wei-lai-ti-yu-5.ctv
[HD]緯來體育,rtmp://f13h.mine.nu/sat/tv721
[BD]緯來體育,https://stream1.freetv.fun/wei-lai-ti-yu-8.ctv



戲劇,#genre#
[BD]3說電影,https://stream1.freetv.fun/3shuo-dian-ying-1.ctv
[HD]3030相聲小品,https://stream1.freetv.fun/3030xiang-sheng-xiao-pin-1.ctv
[BD]b站王者榮耀,https://stream1.freetv.fun/bzhan-wang-zhe-rong-yao-1.ctv
[BD]amc電影,https://stream1.freetv.fun/amcdian-ying-5.ctv
[BD]amc電影,https://stream1.freetv.fun/amcdian-ying-4.ctv
[BD]amc電影,https://stream1.freetv.fun/amcdian-ying-2.ctv
[HD]eye tv戲劇,https://stream1.freetv.fun/eye-tvxi-ju---wj-2.m3u8
[HD]eye tv戲劇,https://stream1.freetv.fun/eye-tvxi-ju---wj-1.m3u8
[BD]三立戲劇,https://stream1.freetv.fun/san-li-xi-ju-3.ctv
[BD]好萊塢電影,https://stream1.freetv.fun/hao-lai-wu-dian-ying-5.ctv
[BD]好萊塢電影,https://stream1.freetv.fun/hao-lai-wu-dian-ying-2.ctv
[BD]好萊塢電影,https://stream1.freetv.fun/hao-lai-wu-dian-ying-6.ctv
[BD]好萊塢電影,https://stream1.freetv.fun/hao-lai-wu-dian-ying-4.ctv
[BD]東森戲劇,https://stream1.freetv.fun/dong-sen-xi-ju-3.ctv
[BD]東森戲劇,https://stream1.freetv.fun/dong-sen-xi-ju-5.ctv
[BD]東森戲劇,https://stream1.freetv.fun/dong-sen-xi-ju-1.ctv
[BD]東森戲劇,https://stream1.freetv.fun/dong-sen-xi-ju-4.ctv
[HD]東森電影,https://stream1.freetv.fun/dong-sen-dian-ying-4.ctv
[BD]東森電影,https://stream1.freetv.fun/dong-sen-dian-ying-5.m3u8
[HD]東森洋片,https://stream1.freetv.fun/dong-sen-yang-pian-4.ctv
[BD]緯來戲劇,https://stream1.freetv.fun/wei-lai-xi-ju-2.ctv
[BD]緯來戲劇,https://stream1.freetv.fun/wei-lai-xi-ju-3.ctv
[BD]緯來電影,https://stream1.freetv.fun/wei-lai-dian-ying-3.ctv
[BD]緯來電影,https://stream1.freetv.fun/wei-lai-dian-ying-5.ctv
[BD]緯來電影,https://stream1.freetv.fun/wei-lai-dian-ying-4.ctv
[BD]緯來戲劇,https://stream1.freetv.fun/wei-lai-xi-ju-4.ctv
[HD]美亞電影2,https://stream1.freetv.fun/mei-ya-dian-ying-2-1.ctv
[BD]龍華偶像劇,https://stream1.freetv.fun/long-hua-ou-xiang-ju-1.ctv
[BD]龍華偶像劇,https://stream1.freetv.fun/long-hua-ou-xiang-ju-4.ctv
[BD]龍華偶像劇,https://stream1.freetv.fun/long-hua-ou-xiang-ju-3.ctv
[HD]龍華偶像劇,https://stream1.freetv.fun/long-hua-ou-xiang-4.ctv
[VGA]龍華戲劇,https://stream1.freetv.fun/long-hua-xi-ju-4.ctv
[BD]龍華戲劇,https://stream1.freetv.fun/long-hua-xi-ju-1.ctv
[BD]龍華戲劇,https://stream1.freetv.fun/long-hua-xi-ju-7.ctv
[BD]龍華戲劇,https://stream1.freetv.fun/long-hua-xi-ju-3.ctv
[BD]龍華戲劇,https://stream1.freetv.fun/long-hua-xi-ju-5.ctv
[BD]龍華日韓劇,https://stream1.freetv.fun/long-hua-ri-han-ju-2.ctv
[BD]龍華日韓劇,https://stream1.freetv.fun/long-hua-ri-han-ju-4.ctv
[BD]龍華日韓劇,https://stream1.freetv.fun/long-hua-ri-han-ju-3.ctv
[BD]龍華經典,https://stream1.freetv.fun/long-hua-jing-dian-1.ctv
[BD]龍華電影,https://stream1.freetv.fun/long-hua-dian-ying-8.ctv
[BD]龍華電影,https://stream1.freetv.fun/long-hua-dian-ying-7.ctv
[SD]成龍,https://stream1.freetv.fun/cheng-long-1.m3u8
[HD]成龍,https://stream1.freetv.fun/cheng-long-2.m3u8


幼兒,#genre#
[BD]kartoon channel,https://stream1.freetv.fun/kartoon-channel-3.m3u8
[SD]discovery kids tamil,https://stream1.freetv.fun/discovery-kids-tamil-1.ctv
[HD]dreamworks,https://stream1.freetv.fun/dreamworks-3.ctv
[BD]momo親子,https://stream1.freetv.fun/momoqin-zi-5.ctv
[BD]momo親子,https://stream1.freetv.fun/momoqin-zi-3.ctv
[BD]momo親子,https://stream1.freetv.fun/momoqin-zi-2.ctv
[BD]東森幼幼,https://stream1.freetv.fun/dong-sen-you-you-5.ctv
[BD]東森幼幼,https://stream1.freetv.fun/dong-sen-you-you-3.ctv
[BD]東森幼幼,https://stream1.freetv.fun/dong-sen-you-you-6.ctv
[BD]東森幼幼,https://stream1.freetv.fun/dong-sen-you-you-1.ctv
[VGA]龍華卡通,https://stream1.freetv.fun/long-hua-qia-tong-4.ctv
[VGA]龍華卡通,https://stream1.freetv.fun/long-hua-qia-tong-2.ctv
[VGA]龍華卡通,https://stream1.freetv.fun/long-hua-qia-tong-3.ctv
[HD]靖天卡通,https://stream1.freetv.fun/jing-tian-qia-tong-1.ctv


音樂,#genre#
[HD]qmusic,https://stream1.freetv.fun/qmusic-2.m3u8


宗教,#genre#
[BD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-2.ctv
[BD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-9.ctv
[BD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-12.ctv
[HD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-3.m3u8
[HD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-5.m3u8
[HD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-7.ctv
[HD]人間衛視,https://stream1.freetv.fun/ren-jian-wei-shi-10.ctv
[VGA]唯心電視,https://stream1.freetv.fun/wei-xin-dian-shi-5.m3u8
[HD]大愛,https://stream1.freetv.fun/da-ai---wj-3.m3u8
[HD]大愛二,https://stream1.freetv.fun/da-ai-er-1.ctv
[BD]大愛電視,https://stream1.freetv.fun/da-ai-dian-shi-5.ctv
[HD]大愛電視,https://stream1.freetv.fun/da-ai-dian-shi---wj-1.m3u8
[BD]大愛電視,https://stream1.freetv.fun/da-ai-dian-shi-2.ctv
[BD]大愛電視,https://stream1.freetv.fun/da-ai-dian-shi-6.ctv
[HD]大愛電視,https://stream1.freetv.fun/da-ai-dian-shi-4.ctv
[HD]好消息,https://stream1.freetv.fun/hao-xiao-xi-4.m3u8
[BD]好消息,https://stream1.freetv.fun/hao-xiao-xi-3.ctv
[BD]好消息,https://stream1.freetv.fun/hao-xiao-xi-5.ctv
[HD]好消息,https://stream1.freetv.fun/hao-xiao-xi---wj-1.m3u8
[HD]好消息2,https://stream1.freetv.fun/hao-xiao-xi-2-2.m3u8
[HD]好消息2,https://stream1.freetv.fun/hao-xiao-xi--2-1.ctv
[HD]好消息2,https://stream1.freetv.fun/hao-xiao-xi-2--wj-2.m3u8
[HD]好消息2,https://stream1.freetv.fun/hao-xiao-xi-2--wj-1.m3u8


其它,#genre#
[HD]ca ctv drama channel,https://stream1.freetv.fun/ca-ctv-drama-channel-1.ctv
[HD]tempe channel 11,https://stream1.freetv.fun/tempe-channel-11-1.m3u8
[SD]food network *m,https://stream1.freetv.fun/food-network--m-1.ctv
[HD]global trekker,https://stream1.freetv.fun/global-trekker--wj-1.m3u8
[HD]global trekker,https://stream1.freetv.fun/global-trekker--wj-2.m3u8
[BD]bbc earth,https://stream1.freetv.fun/bbc-earth-12.m3u8
[BD]us hgtv,https://stream1.freetv.fun/us-hgtv-1.ctv
[SD]lifetime(tw)--,https://stream1.freetv.fun/lifetime-7.ctv
[SD]lifetime(tw)--,https://stream1.freetv.fun/lifetime-4.ctv
[SD]smithsonian channel,https://stream1.freetv.fun/smithsonian-channel-2.ctv
[SD]smithsonian channel,https://stream1.freetv.fun/smithsonian-channel-3.ctv
[HD]gold star,https://stream1.freetv.fun/gold-star-1.m3u8
[BD]roll,https://stream1.freetv.fun/roll-1.m3u8

[HD]bbc earth,https://stream1.freetv.fun/bbc-earth-3.ctv
[BD]bbc earth us,https://stream1.freetv.fun/bbc-earth-us-1.m3u8
[BD]ช่อง bbc earth,https://stream1.freetv.fun/ch-ng-bbc-earth-1.m3u8
[SD]light channel,https://stream1.freetv.fun/light-channel-1.m3u8
[BD]pursuit channel,https://stream1.freetv.fun/pursuit-channel-2.m3u8
[HD]xplore channel,https://stream1.freetv.fun/xplore-channel-1.m3u8
[HD]corfu channel,https://stream1.freetv.fun/corfu-channel-1.m3u8
[HD]channel 11,https://stream1.freetv.fun/channel-11-2.m3u8
[VGA]cfm tv channel 98 (360p),https://stream1.freetv.fun/cfm-tv-channel-98-1.m3u8
[VGA]fx movie channel (720p),https://stream1.freetv.fun/fx-movie-channel-1.ctv
[BD]go-tv channel,https://stream1.freetv.fun/go-tv-channel-1.m3u8
[SD]channel s uk,https://stream1.freetv.fun/channel-s-uk-1.m3u8
[BD]channel s music,https://stream1.freetv.fun/channel-s-music-1.m3u8
[VGA]light channel,https://stream1.freetv.fun/light-channel-4.m3u8
[VGA]light channel,https://stream1.freetv.fun/light-channel-5.m3u8
[BD]discovery world tamil,https://stream1.freetv.fun/discovery-world-tamil-1.ctv
[HD]discovery(tw) *s,https://stream1.freetv.fun/discovery--s-1.m3u8
[BD]discovery,https://stream1.freetv.fun/discovery-9.ctv
[VGA]asharq discovery,https://stream1.freetv.fun/asharq-discovery-4.m3u8
[BD]discovery,https://stream1.freetv.fun/discovery-5.ctv
[BD]discovery,https://stream1.freetv.fun/discovery-12.ctv
[BD]cctv-4k,https://stream1.freetv.fun/cctv-4k-1.ctv
[HD]delta tv,https://stream1.freetv.fun/delta-tv-2.m3u8
[SD]bflix movies,https://stream1.freetv.fun/bflix-movies-1.m3u8
[HD]food network,https://stream1.freetv.fun/food-network-8.m3u8
[BD]food network,https://stream1.freetv.fun/food-network-4.m3u8
[BD]food network(tw) *s,https://stream1.freetv.fun/food-network--s-1.m3u8
[HD]ช่อง food network,https://stream1.freetv.fun/ch-ng-food-network-3.m3u8
[HD]foodnetwork,https://stream1.freetv.fun/foodnetwork-3.ctv
[HD]hgtv,https://stream1.freetv.fun/hgtv-5.ctv
[HD]ช่อง hgtv,https://stream1.freetv.fun/ch-ng-hgtv-1.m3u8
[SD]hollywood,https://stream1.freetv.fun/hollywood-5.m3u8
[HD]lifetime east,https://stream1.freetv.fun/lifetime-east-2.m3u8
[HD]ช่อง lifetime,https://stream1.freetv.fun/ch-ng-lifetime-2.m3u8
[BD]love nature,https://stream1.freetv.fun/love-nature-27.m3u8
[BD]love nature,https://stream1.freetv.fun/love-nature-12.m3u8
[BD]love nature,https://stream1.freetv.fun/love-nature-6.m3u8
[BD]unife tv,https://stream1.freetv.fun/unife-tv-2.m3u8
[BD]ช่อง pet club,https://stream1.freetv.fun/ch-ng-pet-club-1.m3u8
[BD]pet club tv,https://stream1.freetv.fun/pet-club-tv-2.m3u8
[HD]rock entertainment,https://stream1.freetv.fun/rock-entertainment-3.ctv
[HD]folklore tv,https://stream1.freetv.fun/folklore-tv-1.m3u8
[HD]smithsonian channel east,https://stream1.freetv.fun/smithsonian-channel-east-1.m3u8
[SD]smithsonian channel selects,https://stream1.freetv.fun/smithsonian-channel-selects-1.m3u8
[SD]smithsonian channel selects,https://stream1.freetv.fun/smithsonian-channel-selects-2.m3u8
[BD]star movies select,https://stream1.freetv.fun/star-movies-select-1.ctv
